Drug1,Drug2,Cell line,synergy_x,fold,Cosmic sample Id,synergy_y,set
DEXAMETHASONE,DASATINIB,MDAMB436,-5.9039606265,4,1240172.0,-5.9039606265,test_dc
DEXAMETHASONE,DASATINIB,MDAMB436,-5.9039606265,4,1240172.0,-5.9039606265,blind_drug_test
DEXAMETHASONE,DASATINIB,MSTO,41.6860252137,4,908152.0,41.6860252137,val_dc
DEXAMETHASONE,DASATINIB,MSTO,41.6860252137,4,908152.0,41.6860252137,blind_drug_val
DEXAMETHASONE,DASATINIB,NCIH1650,18.3592345258,4,687800.0,18.3592345258,test_dc
DEXAMETHASONE,DASATINIB,NCIH1650,18.3592345258,4,687800.0,18.3592345258,blind_drug_test
DEXAMETHASONE,DASATINIB,NCIH2122,60.5203378353,4,722046.0,60.5203378353,val_dc
DEXAMETHASONE,DASATINIB,NCIH2122,60.5203378353,4,722046.0,60.5203378353,blind_drug_test
DEXAMETHASONE,DASATINIB,NCIH23,3.0839119445,4,905942.0,3.0839119445,test_dc
DEXAMETHASONE,DASATINIB,NCIH23,3.0839119445,4,905942.0,3.0839119445,blind_drug_val
DEXAMETHASONE,DASATINIB,NCI-H460,-13.6086709571,4,905943.0,-13.6086709571,val_dc
DEXAMETHASONE,DASATINIB,NCI-H460,-13.6086709571,4,905943.0,-13.6086709571,blind_drug_val
DEXAMETHASONE,DASATINIB,NCIH520,28.4152100697,4,908443.0,28.4152100697,test_dc
DEXAMETHASONE,DASATINIB,NCIH520,28.4152100697,4,908443.0,28.4152100697,blind_drug_val
DEXAMETHASONE,DASATINIB,OCUBM,26.4539157237,4,909256.0,26.4539157237,val_dc
DEXAMETHASONE,DASATINIB,OCUBM,26.4539157237,4,909256.0,26.4539157237,blind_drug_test
DEXAMETHASONE,DASATINIB,OV90,-14.0013049619,4,1240197.0,-14.0013049619,val_dc
DEXAMETHASONE,DASATINIB,OV90,-14.0013049619,4,1240197.0,-14.0013049619,blind_drug_val
DEXAMETHASONE,DASATINIB,OVCAR3,47.9504113076,4,905933.0,47.9504113076,test_dc
DEXAMETHASONE,DASATINIB,OVCAR3,47.9504113076,4,905933.0,47.9504113076,blind_drug_test
DEXAMETHASONE,DASATINIB,PA1,5.0818888177,4,909255.0,5.0818888177,val_dc
DEXAMETHASONE,DASATINIB,PA1,5.0818888177,4,909255.0,5.0818888177,blind_drug_val
DEXAMETHASONE,DASATINIB,RKO,1.7880860559,4,909698.0,1.7880860559,test_dc
DEXAMETHASONE,DASATINIB,RKO,1.7880860559,4,909698.0,1.7880860559,blind_drug_test
DEXAMETHASONE,DASATINIB,RPMI7951,-23.3016585736,4,910903.0,-23.3016585736,test_dc
DEXAMETHASONE,DASATINIB,RPMI7951,-23.3016585736,4,910903.0,-23.3016585736,blind_drug_test
DEXAMETHASONE,DASATINIB,SKMEL30,-15.5409231049,4,909726.0,-15.5409231049,test_dc
DEXAMETHASONE,DASATINIB,SKMEL30,-15.5409231049,4,909726.0,-15.5409231049,blind_drug_val
DEXAMETHASONE,DASATINIB,SKMES1,59.0760112702,4,909728.0,59.0760112702,val_dc
DEXAMETHASONE,DASATINIB,SKMES1,59.0760112702,4,909728.0,59.0760112702,blind_drug_val
DEXAMETHASONE,DASATINIB,SK-OV-3,32.5124520974,4,905959.0,32.5124520974,val_dc
DEXAMETHASONE,DASATINIB,SK-OV-3,32.5124520974,4,905959.0,32.5124520974,blind_drug_test
DEXAMETHASONE,DASATINIB,SW-620,7.398222743,4,905962.0,7.398222743,val_dc
DEXAMETHASONE,DASATINIB,SW-620,7.398222743,4,905962.0,7.398222743,blind_drug_test
DEXAMETHASONE,DASATINIB,SW837,8.4494427209,4,909755.0,8.4494427209,val_dc
DEXAMETHASONE,DASATINIB,SW837,8.4494427209,4,909755.0,8.4494427209,blind_drug_test
DEXAMETHASONE,DASATINIB,T-47D,-56.408685099,4,905945.0,-56.408685099,val_dc
DEXAMETHASONE,DASATINIB,T-47D,-56.408685099,4,905945.0,-56.408685099,blind_drug_test
DEXAMETHASONE,DASATINIB,UACC62,-2.4824508663,4,905976.0,-2.4824508663,val_dc
DEXAMETHASONE,DASATINIB,UACC62,-2.4824508663,4,905976.0,-2.4824508663,blind_drug_test
DEXAMETHASONE,DASATINIB,UWB1289BRCA1,1.7366851206,4,,,
DEXAMETHASONE,DASATINIB,UWB1289,0.2062596177,4,1480374.0,0.2062596177,test_dc
DEXAMETHASONE,DASATINIB,UWB1289,0.2062596177,4,1480374.0,0.2062596177,blind_drug_test
DEXAMETHASONE,DASATINIB,VCAP,-24.4917144191,4,1299075.0,-24.4917144191,val_dc
DEXAMETHASONE,DASATINIB,VCAP,-24.4917144191,4,1299075.0,-24.4917144191,blind_drug_val
DEXAMETHASONE,DASATINIB,ZR751,0.9221920981,4,,,
DEXAMETHASONE,DINACICLIB,A2058,-11.4082575223,3,906792.0,-11.4082575223,test_dc
DEXAMETHASONE,DINACICLIB,A2058,-11.4082575223,3,906792.0,-11.4082575223,blind_drug_val
DEXAMETHASONE,DINACICLIB,A2780,-4.4908593631,3,906804.0,-4.4908593631,test_dc
DEXAMETHASONE,DINACICLIB,A2780,-4.4908593631,3,906804.0,-4.4908593631,blind_drug_val
DEXAMETHASONE,DINACICLIB,A375,3.8718090131,3,906793.0,3.8718090131,val_dc
DEXAMETHASONE,DINACICLIB,A375,3.8718090131,3,906793.0,3.8718090131,blind_drug_val
DEXAMETHASONE,DINACICLIB,A427,8.232042313,3,910851.0,8.232042313,val_dc
DEXAMETHASONE,DINACICLIB,A427,8.232042313,3,910851.0,8.232042313,blind_drug_val
DEXAMETHASONE,DINACICLIB,CAOV3,1.7341540331,3,,,
DEXAMETHASONE,DINACICLIB,COLO320DM,5.2899257839,3,,,
DEXAMETHASONE,DINACICLIB,DLD1,3.465605422,3,,,
DEXAMETHASONE,DINACICLIB,EFM192B,-7.0478807548,3,,,
DEXAMETHASONE,DINACICLIB,ES2,0.8916508669,3,1240128.0,0.8916508669,val_dc
DEXAMETHASONE,DINACICLIB,ES2,0.8916508669,3,1240128.0,0.8916508669,blind_drug_test
DEXAMETHASONE,DINACICLIB,HCT116,-2.540221847,3,905936.0,-2.540221847,test_dc
DEXAMETHASONE,DINACICLIB,HCT116,-2.540221847,3,905936.0,-2.540221847,blind_drug_val
DEXAMETHASONE,DINACICLIB,HT144,-12.6941276895,3,907067.0,-12.6941276895,val_dc
DEXAMETHASONE,DINACICLIB,HT144,-12.6941276895,3,907067.0,-12.6941276895,blind_drug_val
DEXAMETHASONE,DINACICLIB,HT29,-2.2179657391,3,,,
DEXAMETHASONE,DINACICLIB,KPL1,8.209095852,3,,,
DEXAMETHASONE,DINACICLIB,LNCAP,30.1702543586,3,907788.0,30.1702543586,val_dc
DEXAMETHASONE,DINACICLIB,LNCAP,30.1702543586,3,907788.0,30.1702543586,blind_drug_test
DEXAMETHASONE,DINACICLIB,LOVO,2.5821365439,3,907790.0,2.5821365439,test_dc
DEXAMETHASONE,DINACICLIB,LOVO,2.5821365439,3,907790.0,2.5821365439,blind_drug_val
DEXAMETHASONE,DINACICLIB,MDAMB436,2.7421445947,3,1240172.0,2.7421445947,val_dc
DEXAMETHASONE,DINACICLIB,MDAMB436,2.7421445947,3,1240172.0,2.7421445947,blind_drug_val
DEXAMETHASONE,DINACICLIB,MSTO,-18.2149885057,3,908152.0,-18.2149885057,test_dc
DEXAMETHASONE,DINACICLIB,MSTO,-18.2149885057,3,908152.0,-18.2149885057,blind_drug_val
DEXAMETHASONE,DINACICLIB,NCIH1650,9.5479405185,3,687800.0,9.5479405185,val_dc
DEXAMETHASONE,DINACICLIB,NCIH1650,9.5479405185,3,687800.0,9.5479405185,blind_drug_val
DEXAMETHASONE,DINACICLIB,NCIH2122,8.0870847968,3,722046.0,8.0870847968,val_dc
DEXAMETHASONE,DINACICLIB,NCIH2122,8.0870847968,3,722046.0,8.0870847968,blind_drug_test
DEXAMETHASONE,DINACICLIB,NCIH23,6.5214914937,3,905942.0,6.5214914937,val_dc
DEXAMETHASONE,DINACICLIB,NCIH23,6.5214914937,3,905942.0,6.5214914937,blind_drug_test
DEXAMETHASONE,DINACICLIB,NCI-H460,-0.2738272642,3,905943.0,-0.2738272642,val_dc
DEXAMETHASONE,DINACICLIB,NCI-H460,-0.2738272642,3,905943.0,-0.2738272642,blind_drug_test
DEXAMETHASONE,DINACICLIB,NCIH520,3.3376914995,3,908443.0,3.3376914995,test_dc
DEXAMETHASONE,DINACICLIB,NCIH520,3.3376914995,3,908443.0,3.3376914995,blind_drug_test
DEXAMETHASONE,DINACICLIB,OCUBM,16.8741866599,3,909256.0,16.8741866599,val_dc
DEXAMETHASONE,DINACICLIB,OCUBM,16.8741866599,3,909256.0,16.8741866599,blind_drug_val
DEXAMETHASONE,DINACICLIB,OV90,-10.1530329853,3,1240197.0,-10.1530329853,val_dc
DEXAMETHASONE,DINACICLIB,OV90,-10.1530329853,3,1240197.0,-10.1530329853,blind_drug_test
DEXAMETHASONE,DINACICLIB,OVCAR3,-1.125938119,3,905933.0,-1.125938119,val_dc
DEXAMETHASONE,DINACICLIB,OVCAR3,-1.125938119,3,905933.0,-1.125938119,blind_drug_test
DEXAMETHASONE,DINACICLIB,PA1,10.3266475591,3,909255.0,10.3266475591,val_dc
DEXAMETHASONE,DINACICLIB,PA1,10.3266475591,3,909255.0,10.3266475591,blind_drug_val
DEXAMETHASONE,DINACICLIB,RKO,9.4184520196,3,909698.0,9.4184520196,val_dc
DEXAMETHASONE,DINACICLIB,RKO,9.4184520196,3,909698.0,9.4184520196,blind_drug_test
DEXAMETHASONE,DINACICLIB,RPMI7951,-7.5662078829,3,910903.0,-7.5662078829,val_dc
DEXAMETHASONE,DINACICLIB,RPMI7951,-7.5662078829,3,910903.0,-7.5662078829,blind_drug_test
DEXAMETHASONE,DINACICLIB,SKMEL30,-2.3100177099,3,909726.0,-2.3100177099,val_dc
DEXAMETHASONE,DINACICLIB,SKMEL30,-2.3100177099,3,909726.0,-2.3100177099,blind_drug_test
DEXAMETHASONE,DINACICLIB,SKMES1,3.7909148109,3,909728.0,3.7909148109,test_dc
DEXAMETHASONE,DINACICLIB,SKMES1,3.7909148109,3,909728.0,3.7909148109,blind_drug_val
DEXAMETHASONE,DINACICLIB,SK-OV-3,4.2923703693,3,905959.0,4.2923703693,val_dc
DEXAMETHASONE,DINACICLIB,SK-OV-3,4.2923703693,3,905959.0,4.2923703693,blind_drug_test
DEXAMETHASONE,DINACICLIB,SW-620,4.8370830646,3,905962.0,4.8370830646,val_dc
DEXAMETHASONE,DINACICLIB,SW-620,4.8370830646,3,905962.0,4.8370830646,blind_drug_val
DEXAMETHASONE,DINACICLIB,SW837,-0.6144995718,3,909755.0,-0.6144995718,val_dc
DEXAMETHASONE,DINACICLIB,SW837,-0.6144995718,3,909755.0,-0.6144995718,blind_drug_val
DEXAMETHASONE,DINACICLIB,T-47D,-31.8045560444,3,905945.0,-31.8045560444,test_dc
DEXAMETHASONE,DINACICLIB,T-47D,-31.8045560444,3,905945.0,-31.8045560444,blind_drug_val
DEXAMETHASONE,DINACICLIB,UACC62,-1.7297899995,3,905976.0,-1.7297899995,test_dc
DEXAMETHASONE,DINACICLIB,UACC62,-1.7297899995,3,905976.0,-1.7297899995,blind_drug_val
DEXAMETHASONE,DINACICLIB,UWB1289BRCA1,-5.6327620315,3,,,
DEXAMETHASONE,DINACICLIB,UWB1289,-5.0509729702,3,1480374.0,-5.0509729702,val_dc
DEXAMETHASONE,DINACICLIB,UWB1289,-5.0509729702,3,1480374.0,-5.0509729702,blind_drug_test
DEXAMETHASONE,DINACICLIB,VCAP,5.1408144106,3,1299075.0,5.1408144106,test_dc
DEXAMETHASONE,DINACICLIB,VCAP,5.1408144106,3,1299075.0,5.1408144106,blind_drug_val
DEXAMETHASONE,DINACICLIB,ZR751,-13.9008650847,3,,,
DEXAMETHASONE,ERLOTINIB,A2058,-18.8279417049,4,906792.0,-18.8279417049,val_dc
DEXAMETHASONE,ERLOTINIB,A2058,-18.8279417049,4,906792.0,-18.8279417049,blind_drug_test
DEXAMETHASONE,ERLOTINIB,A2780,-4.1001591342,4,906804.0,-4.1001591342,test_dc
DEXAMETHASONE,ERLOTINIB,A2780,-4.1001591342,4,906804.0,-4.1001591342,blind_drug_val
DEXAMETHASONE,ERLOTINIB,A375,-1.7708371853,4,906793.0,-1.7708371853,test_dc
DEXAMETHASONE,ERLOTINIB,A375,-1.7708371853,4,906793.0,-1.7708371853,blind_drug_val
DEXAMETHASONE,ERLOTINIB,A427,-6.810845523,4,910851.0,-6.810845523,test_dc
DEXAMETHASONE,ERLOTINIB,A427,-6.810845523,4,910851.0,-6.810845523,blind_drug_val
DEXAMETHASONE,ERLOTINIB,CAOV3,42.9574310367,4,,,
DEXAMETHASONE,ERLOTINIB,COLO320DM,0.3574509942,4,,,
DEXAMETHASONE,ERLOTINIB,DLD1,6.355137572,4,,,
DEXAMETHASONE,ERLOTINIB,EFM192B,-27.893246567,4,,,
DEXAMETHASONE,ERLOTINIB,ES2,-19.2105269144,4,1240128.0,-19.2105269144,val_dc
DEXAMETHASONE,ERLOTINIB,ES2,-19.2105269144,4,1240128.0,-19.2105269144,blind_drug_test
DEXAMETHASONE,ERLOTINIB,HCT116,-4.7460290214,4,905936.0,-4.7460290214,val_dc
DEXAMETHASONE,ERLOTINIB,HCT116,-4.7460290214,4,905936.0,-4.7460290214,blind_drug_val
DEXAMETHASONE,ERLOTINIB,HT144,-21.4270670835,4,907067.0,-21.4270670835,val_dc
DEXAMETHASONE,ERLOTINIB,HT144,-21.4270670835,4,907067.0,-21.4270670835,blind_drug_val
DEXAMETHASONE,ERLOTINIB,HT29,4.1270372295,4,,,
DEXAMETHASONE,ERLOTINIB,KPL1,13.3138635909,4,,,
DEXAMETHASONE,ERLOTINIB,LNCAP,-21.6613771634,4,907788.0,-21.6613771634,val_dc
DEXAMETHASONE,ERLOTINIB,LNCAP,-21.6613771634,4,907788.0,-21.6613771634,blind_drug_val
DEXAMETHASONE,ERLOTINIB,LOVO,18.4963780273,4,907790.0,18.4963780273,test_dc
DEXAMETHASONE,ERLOTINIB,LOVO,18.4963780273,4,907790.0,18.4963780273,blind_drug_test
DEXAMETHASONE,ERLOTINIB,MDAMB436,-7.7297844741,4,1240172.0,-7.7297844741,test_dc
DEXAMETHASONE,ERLOTINIB,MDAMB436,-7.7297844741,4,1240172.0,-7.7297844741,blind_drug_val
DEXAMETHASONE,ERLOTINIB,MSTO,-61.2246172889,4,908152.0,-61.2246172889,test_dc
DEXAMETHASONE,ERLOTINIB,MSTO,-61.2246172889,4,908152.0,-61.2246172889,blind_drug_val
DEXAMETHASONE,ERLOTINIB,NCIH1650,33.094422312,4,687800.0,33.094422312,test_dc
DEXAMETHASONE,ERLOTINIB,NCIH1650,33.094422312,4,687800.0,33.094422312,blind_drug_test
DEXAMETHASONE,ERLOTINIB,NCIH2122,52.718294562,4,722046.0,52.718294562,val_dc
DEXAMETHASONE,ERLOTINIB,NCIH2122,52.718294562,4,722046.0,52.718294562,blind_drug_val
DEXAMETHASONE,ERLOTINIB,NCIH23,-1.8241671119,4,905942.0,-1.8241671119,val_dc
DEXAMETHASONE,ERLOTINIB,NCIH23,-1.8241671119,4,905942.0,-1.8241671119,blind_drug_test
DEXAMETHASONE,ERLOTINIB,NCI-H460,-8.7839139286,4,905943.0,-8.7839139286,test_dc
DEXAMETHASONE,ERLOTINIB,NCI-H460,-8.7839139286,4,905943.0,-8.7839139286,blind_drug_val
DEXAMETHASONE,ERLOTINIB,NCIH520,-0.1614427621,4,908443.0,-0.1614427621,val_dc
DEXAMETHASONE,ERLOTINIB,NCIH520,-0.1614427621,4,908443.0,-0.1614427621,blind_drug_test
DEXAMETHASONE,ERLOTINIB,OCUBM,8.0125158081,4,909256.0,8.0125158081,val_dc
DEXAMETHASONE,ERLOTINIB,OCUBM,8.0125158081,4,909256.0,8.0125158081,blind_drug_val
DEXAMETHASONE,ERLOTINIB,OV90,-14.4366228593,4,1240197.0,-14.4366228593,test_dc
DEXAMETHASONE,ERLOTINIB,OV90,-14.4366228593,4,1240197.0,-14.4366228593,blind_drug_test
DEXAMETHASONE,ERLOTINIB,OVCAR3,10.9285479051,4,905933.0,10.9285479051,val_dc
DEXAMETHASONE,ERLOTINIB,OVCAR3,10.9285479051,4,905933.0,10.9285479051,blind_drug_val
DEXAMETHASONE,ERLOTINIB,PA1,5.8589780353,4,909255.0,5.8589780353,test_dc
DEXAMETHASONE,ERLOTINIB,PA1,5.8589780353,4,909255.0,5.8589780353,blind_drug_val
DEXAMETHASONE,ERLOTINIB,RKO,-12.1036628041,4,909698.0,-12.1036628041,val_dc
DEXAMETHASONE,ERLOTINIB,RKO,-12.1036628041,4,909698.0,-12.1036628041,blind_drug_test
DEXAMETHASONE,ERLOTINIB,RPMI7951,-32.2826921311,4,910903.0,-32.2826921311,test_dc
DEXAMETHASONE,ERLOTINIB,RPMI7951,-32.2826921311,4,910903.0,-32.2826921311,blind_drug_val
DEXAMETHASONE,ERLOTINIB,SKMEL30,-2.8817671606,4,909726.0,-2.8817671606,test_dc
DEXAMETHASONE,ERLOTINIB,SKMEL30,-2.8817671606,4,909726.0,-2.8817671606,blind_drug_test
DEXAMETHASONE,ERLOTINIB,SKMES1,10.6860991007,4,909728.0,10.6860991007,test_dc
DEXAMETHASONE,ERLOTINIB,SKMES1,10.6860991007,4,909728.0,10.6860991007,blind_drug_test
DEXAMETHASONE,ERLOTINIB,SK-OV-3,37.6790228812,4,905959.0,37.6790228812,val_dc
DEXAMETHASONE,ERLOTINIB,SK-OV-3,37.6790228812,4,905959.0,37.6790228812,blind_drug_val
DEXAMETHASONE,ERLOTINIB,SW-620,-7.4736780422,4,905962.0,-7.4736780422,test_dc
DEXAMETHASONE,ERLOTINIB,SW-620,-7.4736780422,4,905962.0,-7.4736780422,blind_drug_val
DEXAMETHASONE,ERLOTINIB,SW837,15.5693132589,4,909755.0,15.5693132589,test_dc
DEXAMETHASONE,ERLOTINIB,SW837,15.5693132589,4,909755.0,15.5693132589,blind_drug_val
DEXAMETHASONE,ERLOTINIB,T-47D,-22.5025227905,4,905945.0,-22.5025227905,val_dc
DEXAMETHASONE,ERLOTINIB,T-47D,-22.5025227905,4,905945.0,-22.5025227905,blind_drug_val
DEXAMETHASONE,ERLOTINIB,UACC62,-6.9191867407,4,905976.0,-6.9191867407,val_dc
DEXAMETHASONE,ERLOTINIB,UACC62,-6.9191867407,4,905976.0,-6.9191867407,blind_drug_val
DEXAMETHASONE,ERLOTINIB,UWB1289BRCA1,6.1117692037,4,,,
DEXAMETHASONE,ERLOTINIB,UWB1289,17.1370634408,4,1480374.0,17.1370634408,val_dc
DEXAMETHASONE,ERLOTINIB,UWB1289,17.1370634408,4,1480374.0,17.1370634408,blind_drug_test
DEXAMETHASONE,ERLOTINIB,VCAP,-14.6493246554,4,1299075.0,-14.6493246554,test_dc
DEXAMETHASONE,ERLOTINIB,VCAP,-14.6493246554,4,1299075.0,-14.6493246554,blind_drug_test
DEXAMETHASONE,ERLOTINIB,ZR751,29.720837618,4,,,
DEXAMETHASONE,GELDANAMYCIN,A2058,-0.4018303213,1,906792.0,-0.4018303213,val_dc
DEXAMETHASONE,GELDANAMYCIN,A2058,-0.4018303213,1,906792.0,-0.4018303213,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,A2780,-5.6724060192,1,906804.0,-5.6724060192,val_dc
DEXAMETHASONE,GELDANAMYCIN,A2780,-5.6724060192,1,906804.0,-5.6724060192,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,A375,1.4380934904,1,906793.0,1.4380934904,test_dc
DEXAMETHASONE,GELDANAMYCIN,A375,1.4380934904,1,906793.0,1.4380934904,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,A427,4.7441009172,1,910851.0,4.7441009172,val_dc
DEXAMETHASONE,GELDANAMYCIN,A427,4.7441009172,1,910851.0,4.7441009172,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,CAOV3,-8.4232461218,1,,,
DEXAMETHASONE,GELDANAMYCIN,COLO320DM,3.2502180689,1,,,
DEXAMETHASONE,GELDANAMYCIN,DLD1,6.6425425046,1,,,
DEXAMETHASONE,GELDANAMYCIN,EFM192B,-10.4749060806,1,,,
DEXAMETHASONE,GELDANAMYCIN,ES2,-10.6651202914,1,1240128.0,-10.6651202914,test_dc
DEXAMETHASONE,GELDANAMYCIN,ES2,-10.6651202914,1,1240128.0,-10.6651202914,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,HCT116,3.6858374822,1,905936.0,3.6858374822,test_dc
DEXAMETHASONE,GELDANAMYCIN,HCT116,3.6858374822,1,905936.0,3.6858374822,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,HT144,-8.6847139954,1,907067.0,-8.6847139954,test_dc
DEXAMETHASONE,GELDANAMYCIN,HT144,-8.6847139954,1,907067.0,-8.6847139954,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,HT29,-6.7124987273,1,,,
DEXAMETHASONE,GELDANAMYCIN,KPL1,16.8302591575,1,,,
DEXAMETHASONE,GELDANAMYCIN,LNCAP,34.2725791782,1,907788.0,34.2725791782,val_dc
DEXAMETHASONE,GELDANAMYCIN,LNCAP,34.2725791782,1,907788.0,34.2725791782,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,LOVO,2.4632371417,1,907790.0,2.4632371417,test_dc
DEXAMETHASONE,GELDANAMYCIN,LOVO,2.4632371417,1,907790.0,2.4632371417,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,MDAMB436,11.2242276104,1,1240172.0,11.2242276104,test_dc
DEXAMETHASONE,GELDANAMYCIN,MDAMB436,11.2242276104,1,1240172.0,11.2242276104,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,MSTO,3.1451459351,1,908152.0,3.1451459351,test_dc
DEXAMETHASONE,GELDANAMYCIN,MSTO,3.1451459351,1,908152.0,3.1451459351,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,NCIH1650,0.1415119192,1,687800.0,0.1415119192,test_dc
DEXAMETHASONE,GELDANAMYCIN,NCIH1650,0.1415119192,1,687800.0,0.1415119192,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,NCIH2122,-6.2743723208,1,722046.0,-6.2743723208,test_dc
DEXAMETHASONE,GELDANAMYCIN,NCIH2122,-6.2743723208,1,722046.0,-6.2743723208,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,NCIH23,-9.3781630327,1,905942.0,-9.3781630327,val_dc
DEXAMETHASONE,GELDANAMYCIN,NCIH23,-9.3781630327,1,905942.0,-9.3781630327,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,NCI-H460,3.7409150066,1,905943.0,3.7409150066,test_dc
DEXAMETHASONE,GELDANAMYCIN,NCI-H460,3.7409150066,1,905943.0,3.7409150066,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,NCIH520,-6.5727433036,1,908443.0,-6.5727433036,test_dc
DEXAMETHASONE,GELDANAMYCIN,NCIH520,-6.5727433036,1,908443.0,-6.5727433036,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,OCUBM,17.6550796368,1,909256.0,17.6550796368,test_dc
DEXAMETHASONE,GELDANAMYCIN,OCUBM,17.6550796368,1,909256.0,17.6550796368,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,OV90,-22.2375828021,1,1240197.0,-22.2375828021,val_dc
DEXAMETHASONE,GELDANAMYCIN,OV90,-22.2375828021,1,1240197.0,-22.2375828021,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,OVCAR3,10.8096338812,1,905933.0,10.8096338812,test_dc
DEXAMETHASONE,GELDANAMYCIN,OVCAR3,10.8096338812,1,905933.0,10.8096338812,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,PA1,14.7731971469,1,909255.0,14.7731971469,val_dc
DEXAMETHASONE,GELDANAMYCIN,PA1,14.7731971469,1,909255.0,14.7731971469,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,RKO,7.5826284399,1,909698.0,7.5826284399,test_dc
DEXAMETHASONE,GELDANAMYCIN,RKO,7.5826284399,1,909698.0,7.5826284399,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,RPMI7951,-18.1650691183,1,910903.0,-18.1650691183,test_dc
DEXAMETHASONE,GELDANAMYCIN,RPMI7951,-18.1650691183,1,910903.0,-18.1650691183,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,SKMEL30,7.4962985166,1,909726.0,7.4962985166,test_dc
DEXAMETHASONE,GELDANAMYCIN,SKMEL30,7.4962985166,1,909726.0,7.4962985166,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,SKMES1,5.7457266262,1,909728.0,5.7457266262,val_dc
DEXAMETHASONE,GELDANAMYCIN,SKMES1,5.7457266262,1,909728.0,5.7457266262,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,SK-OV-3,-8.349969985,1,905959.0,-8.349969985,val_dc
DEXAMETHASONE,GELDANAMYCIN,SK-OV-3,-8.349969985,1,905959.0,-8.349969985,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,SW-620,-8.0924565498,1,905962.0,-8.0924565498,test_dc
DEXAMETHASONE,GELDANAMYCIN,SW-620,-8.0924565498,1,905962.0,-8.0924565498,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,SW837,-8.3724386329,1,909755.0,-8.3724386329,val_dc
DEXAMETHASONE,GELDANAMYCIN,SW837,-8.3724386329,1,909755.0,-8.3724386329,blind_drug_val
DEXAMETHASONE,GELDANAMYCIN,T-47D,-30.0792798869,1,905945.0,-30.0792798869,val_dc
DEXAMETHASONE,GELDANAMYCIN,T-47D,-30.0792798869,1,905945.0,-30.0792798869,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,UACC62,-1.4013823587,1,905976.0,-1.4013823587,val_dc
DEXAMETHASONE,GELDANAMYCIN,UACC62,-1.4013823587,1,905976.0,-1.4013823587,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,UWB1289BRCA1,-2.2845646882,1,,,
DEXAMETHASONE,GELDANAMYCIN,UWB1289,-1.7670232251,1,1480374.0,-1.7670232251,test_dc
DEXAMETHASONE,GELDANAMYCIN,UWB1289,-1.7670232251,1,1480374.0,-1.7670232251,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,VCAP,5.0496127419,1,1299075.0,5.0496127419,val_dc
DEXAMETHASONE,GELDANAMYCIN,VCAP,5.0496127419,1,1299075.0,5.0496127419,blind_drug_test
DEXAMETHASONE,GELDANAMYCIN,ZR751,-17.5974783792,1,,,
DEXAMETHASONE,L778123,A2058,-5.0183519054,3,906792.0,-5.0183519054,test_dc
DEXAMETHASONE,L778123,A2058,-5.0183519054,3,906792.0,-5.0183519054,blind_drug_val
DEXAMETHASONE,L778123,A2780,5.3456808814,3,906804.0,5.3456808814,test_dc
DEXAMETHASONE,L778123,A2780,5.3456808814,3,906804.0,5.3456808814,blind_drug_test
DEXAMETHASONE,L778123,A375,6.2939482253,3,906793.0,6.2939482253,val_dc
DEXAMETHASONE,L778123,A375,6.2939482253,3,906793.0,6.2939482253,blind_drug_val
DEXAMETHASONE,L778123,A427,9.7565112713,3,910851.0,9.7565112713,val_dc
DEXAMETHASONE,L778123,A427,9.7565112713,3,910851.0,9.7565112713,blind_drug_test
DEXAMETHASONE,L778123,CAOV3,31.4801692902,3,,,
DEXAMETHASONE,L778123,COLO320DM,4.8967335689,3,,,
DEXAMETHASONE,L778123,DLD1,2.8259530604,3,,,
DEXAMETHASONE,L778123,EFM192B,-15.0088440639,3,,,
DEXAMETHASONE,L778123,ES2,-10.7757685161,3,1240128.0,-10.7757685161,test_dc
