Drug1,Drug2,Cell line,ID,ZIP,Bliss,Loewe,HSA
DEXAMETHASONE,LAPATINIB,MDAMB436,34950.5,-1.1675,-2.2800000000000002,-19.0925,-4.5024999999999995
DEXAMETHASONE,LAPATINIB,MSTO,37178.5,-14.900000000000002,-18.6375,-9.6975,-9.6875
DEXAMETHASONE,LAPATINIB,NCI-H460,46126.5,-5.38,-9.2725,-5.1625000000000005,-4.947500000000001
DEXAMETHASONE,LAPATINIB,NCIH1650,39310.5,5.9399999999999995,7.575000000000001,-0.8,11.6525
DEXAMETHASONE,LAPATINIB,NCIH2122,41642.5,4.6725,4.3075,8.57,12.6025
DEXAMETHASONE,LAPATINIB,NCIH23,43918.5,-5.3149999999999995,-0.73,-17.215,0.8
DEXAMETHASONE,LAPATINIB,NCIH520,48458.5,2.1275000000000004,4.46,-4.39,4.1625000000000005
DEXAMETHASONE,LAPATINIB,OCUBM,50790.5,-0.33499999999999996,-1.0499999999999998,-21.215,-0.835
DEXAMETHASONE,LAPATINIB,OV90,53122.5,-4.67,-5.057499999999999,-3.3525,-2.8275
DEXAMETHASONE,LAPATINIB,OVCAR3,55454.5,2.0700000000000003,6.1425,-4.205,3.895
DEXAMETHASONE,LAPATINIB,PA1,57786.5,1.525,2.79,5.140000000000001,5.58
DEXAMETHASONE,LAPATINIB,RKO,60118.5,-4.755000000000001,-5.9675,-20.405,-6.8175
DEXAMETHASONE,LAPATINIB,RPMI7951,62410.5,1.0375,-0.73,-32.35,-9.752500000000001
DEXAMETHASONE,LAPATINIB,SK-OV-3,69370.5,8.855,11.987499999999999,7.522500000000001,17.487499999999997
DEXAMETHASONE,LAPATINIB,SKMEL30,64706.5,-2.8674999999999997,-0.44000000000000006,-20.4525,-2.6275
DEXAMETHASONE,LAPATINIB,SKMES1,67038.5,0.6849999999999999,2.85,-11.129999999999999,6.744999999999999
DEXAMETHASONE,LAPATINIB,SW-620,71702.5,2.185,1.7574999999999998,0.24749999999999983,-1.87
DEXAMETHASONE,LAPATINIB,SW837,74034.5,7.91,8.45,-6.0825,5.6025
DEXAMETHASONE,LAPATINIB,T-47D,76302.5,-6.92,-9.9925,-19.0075,-11.45
DEXAMETHASONE,LAPATINIB,UACC62,78470.5,-2.665,-1.61,-10.849999999999998,-0.9974999999999998
DEXAMETHASONE,LAPATINIB,UWB1289,80802.5,3.6399999999999997,3.8750000000000004,-31.93,3.6300000000000003
DEXAMETHASONE,LAPATINIB,VCAP,85466.5,0.49,-3.4575,-14.635000000000002,-8.535
DEXAMETHASONE,MK-2206,A2058,494.5,6.6625,8.5675,-20.315,-0.42499999999999993
DEXAMETHASONE,MK-2206,A2780,2818.5,5.9025,8.0975,-15.372499999999999,6.99
DEXAMETHASONE,MK-2206,A375,5126.5,1.51,9.057500000000001,4.9775,4.9775
DEXAMETHASONE,MK-2206,A427,7394.5,-5.0,-0.93,-18.06,0.3499999999999999
DEXAMETHASONE,MK-2206,ES2,18970.5,3.4,-1.3975,-13.629999999999999,-13.0075
DEXAMETHASONE,MK-2206,HCT116,21298.5,-1.565,3.67,3.91,5.165
DEXAMETHASONE,MK-2206,HT144,23530.5,-0.20750000000000002,4.4,-6.425,-2.3925
DEXAMETHASONE,MK-2206,LNCAP,30498.5,2.1799999999999997,-3.4850000000000003,-24.55,-3.3499999999999996
DEXAMETHASONE,MK-2206,LOVO,32622.5,6.319999999999999,6.117500000000001,0.3025,12.690000000000001
DEXAMETHASONE,MK-2206,MDAMB436,34954.5,-2.4725,1.835,-14.405000000000001,-0.2025
DEXAMETHASONE,MK-2206,MSTO,37182.5,-9.6275,-10.615,-8.5875,0.20500000000000002
DEXAMETHASONE,MK-2206,NCI-H460,46130.5,-7.065,1.2675,0.13,5.26
DEXAMETHASONE,MK-2206,NCIH1650,39314.5,-1.4000000000000001,5.077500000000001,-2.85,9.535
DEXAMETHASONE,MK-2206,NCIH2122,41646.5,22.795,21.8675,29.0475,32.072500000000005
DEXAMETHASONE,MK-2206,NCIH23,43922.5,-4.56,1.56,-13.985,3.0625
DEXAMETHASONE,MK-2206,NCIH520,48462.5,3.0,0.4800000000000001,-15.419999999999998,0.65
DEXAMETHASONE,MK-2206,OCUBM,50794.5,2.0275000000000003,3.0475,-29.410000000000004,3.2575000000000003
DEXAMETHASONE,MK-2206,OV90,53126.5,-3.3225000000000002,-0.16250000000000003,-1.3050000000000002,2.0425
DEXAMETHASONE,MK-2206,OVCAR3,55458.5,5.5525,7.15,-16.3825,5.88
DEXAMETHASONE,MK-2206,PA1,57790.5,-1.9975,7.800000000000001,3.3724999999999996,12.2075
DEXAMETHASONE,MK-2206,RKO,60122.5,0.6950000000000002,5.9375,-5.942499999999999,5.1025
DEXAMETHASONE,MK-2206,RPMI7951,62414.5,5.7475,6.935,-18.4725,-1.115
DEXAMETHASONE,MK-2206,SK-OV-3,69374.5,8.5875,10.155,0.7725,14.75
DEXAMETHASONE,MK-2206,SKMEL30,64710.5,5.1925,13.365,9.935,11.844999999999999
DEXAMETHASONE,MK-2206,SKMES1,67042.5,8.185,11.24,5.0275,16.7
DEXAMETHASONE,MK-2206,SW-620,71706.5,-3.6425,1.8975,-0.4475,0.2625
DEXAMETHASONE,MK-2206,SW837,74038.5,0.6025000000000001,1.3599999999999999,-12.935,-1.625
DEXAMETHASONE,MK-2206,T-47D,76306.5,1.4100000000000001,-0.3350000000000002,-9.06,-1.4749999999999999
DEXAMETHASONE,MK-2206,UACC62,78474.5,-1.3625,1.79,-12.357499999999998,2.2925
DEXAMETHASONE,MK-2206,UWB1289,80806.5,-1.4925000000000002,4.08,-12.83,3.8
DEXAMETHASONE,MK-2206,VCAP,85470.5,3.9750000000000005,2.5700000000000003,-23.2,-0.8625
DEXAMETHASONE,MK-4827,A2058,498.5,1.485,-5.685,-32.1575,-10.735
DEXAMETHASONE,MK-4827,A2780,2822.5,6.995,8.4175,-13.8475,7.515000000000001
DEXAMETHASONE,MK-4827,A375,5130.5,4.8149999999999995,2.9274999999999998,-19.3475,-0.014999999999999875
DEXAMETHASONE,MK-4827,A427,7398.5,-4.885,-2.825,-4.015,-1.42
DEXAMETHASONE,MK-4827,ES2,18974.5,3.91,-4.25,-34.48,-13.885000000000002
DEXAMETHASONE,MK-4827,HCT116,21302.5,-0.5575,-1.1800000000000002,-11.77,0.6675000000000002
DEXAMETHASONE,MK-4827,HT144,23534.5,-0.525,1.96,-10.622499999999999,-4.6975
DEXAMETHASONE,MK-4827,LNCAP,30502.5,-6.245,-9.8475,-24.7975,-9.63
DEXAMETHASONE,MK-4827,LOVO,32626.5,-2.9575,-0.6150000000000001,5.3975,9.54
DEXAMETHASONE,MK-4827,MDAMB436,34958.5,0.9500000000000001,-0.445,-11.169999999999998,-2.0
DEXAMETHASONE,MK-4827,MSTO,37186.5,-13.2975,-14.032499999999999,-12.9725,-4.6025
DEXAMETHASONE,MK-4827,NCI-H460,46134.5,-3.875,-1.2975,2.6725000000000003,2.9549999999999996
DEXAMETHASONE,MK-4827,NCIH1650,39318.5,-4.1450000000000005,2.0149999999999997,3.9775,4.6775
DEXAMETHASONE,MK-4827,NCIH2122,41650.5,-1.49,-0.2375000000000001,5.4750000000000005,5.484999999999999
DEXAMETHASONE,MK-4827,NCIH23,43926.5,-7.4,-3.5725,-18.5675,-2.13
DEXAMETHASONE,MK-4827,NCIH520,48466.5,4.4399999999999995,4.7575,-10.7875,5.1025
DEXAMETHASONE,MK-4827,OCUBM,50798.5,6.3125,9.3825,-3.7025000000000006,9.7975
DEXAMETHASONE,MK-4827,OV90,53130.5,-5.025,-4.1875,-5.3125,-2.3674999999999997
DEXAMETHASONE,MK-4827,OVCAR3,55462.5,2.6950000000000003,11.21,7.73,8.7725
DEXAMETHASONE,MK-4827,PA1,57794.5,-0.7675000000000001,2.34,-11.889999999999999,5.970000000000001
DEXAMETHASONE,MK-4827,RKO,60126.5,6.8100000000000005,7.5,-11.285,6.695
DEXAMETHASONE,MK-4827,RPMI7951,62418.5,0.9974999999999999,3.5475000000000003,-17.7825,-5.4125
DEXAMETHASONE,MK-4827,SK-OV-3,69378.5,0.012500000000000178,5.33,9.8075,9.864999999999998
DEXAMETHASONE,MK-4827,SKMEL30,64714.5,-1.4975,6.31,-5.205,3.6849999999999996
DEXAMETHASONE,MK-4827,SKMES1,67046.5,-6.76,-3.9425,-1.8525,0.4925
DEXAMETHASONE,MK-4827,SW-620,71710.5,3.7,3.515,-18.945,2.355
DEXAMETHASONE,MK-4827,SW837,74042.5,-2.5425000000000004,-0.5,-15.719999999999999,-3.7399999999999998
DEXAMETHASONE,MK-4827,T-47D,76310.5,-1.4925000000000002,-3.1125,-7.300000000000001,-4.7575
DEXAMETHASONE,MK-4827,UACC62,78478.5,-3.9650000000000003,-3.6624999999999996,-4.0975,-3.0625000000000004
DEXAMETHASONE,MK-4827,UWB1289,80810.5,-1.4899999999999998,-2.1,-14.865000000000002,-2.33
DEXAMETHASONE,MK-4827,VCAP,85474.5,-1.8825000000000003,0.625,-20.8,-4.155
DEXAMETHASONE,MK-5108,A2058,502.5,4.1850000000000005,-0.7475000000000002,-57.8575,-9.1
DEXAMETHASONE,MK-5108,A2780,2826.5,2.995,3.8075,-30.862499999999997,2.7025
DEXAMETHASONE,MK-5108,A375,5134.5,4.795,12.247499999999999,2.7849999999999997,8.115
DEXAMETHASONE,MK-5108,A427,7402.5,-0.28,-1.7925,-34.53,-0.8700000000000002
DEXAMETHASONE,MK-5108,ES2,18978.5,4.92,6.0475,-44.06,-5.355
DEXAMETHASONE,MK-5108,HCT116,21306.5,-1.0274999999999999,-2.4275,-10.167499999999999,-0.6475000000000002
DEXAMETHASONE,MK-5108,HT144,23538.5,0.775,4.415,-6.3375,-2.3375
DEXAMETHASONE,MK-5108,LNCAP,30506.5,-3.9274999999999998,-12.545,-47.8625,-12.34
DEXAMETHASONE,MK-5108,LOVO,32630.5,-6.2575,-5.237499999999999,-2.1225,3.8025
DEXAMETHASONE,MK-5108,MDAMB436,34962.5,-2.065,2.5825000000000005,-45.542500000000004,0.23999999999999955
DEXAMETHASONE,MK-5108,MSTO,37190.5,-13.73,-12.2575,-2.88,-2.6525000000000003
DEXAMETHASONE,MK-5108,NCI-H460,46138.5,-5.595,-6.5649999999999995,-22.810000000000002,-4.045
DEXAMETHASONE,MK-5108,NCIH1650,39322.5,-3.9525,1.2574999999999998,-1.2425,4.1850000000000005
DEXAMETHASONE,MK-5108,NCIH2122,41654.5,-8.5375,-11.25,-13.5775,-5.4399999999999995
DEXAMETHASONE,MK-5108,NCIH23,43930.5,1.9800000000000002,2.645,-24.965,3.715
DEXAMETHASONE,MK-5108,NCIH520,48470.5,1.71,2.06,-12.990000000000002,2.3575
DEXAMETHASONE,MK-5108,OCUBM,50802.5,4.1675,7.175000000000001,-23.97,7.3325
DEXAMETHASONE,MK-5108,OV90,53134.5,-2.9725,0.11499999999999988,2.18,2.3125
DEXAMETHASONE,MK-5108,OVCAR3,55466.5,-0.022499999999999964,8.622499999999999,-6.1175,6.3025
DEXAMETHASONE,MK-5108,PA1,57798.5,2.1149999999999998,3.5850000000000004,-25.807499999999997,6.6725
DEXAMETHASONE,MK-5108,RKO,60130.5,6.21,11.7375,10.7675,10.7675
DEXAMETHASONE,MK-5108,RPMI7951,62422.5,-0.5924999999999998,-0.385,-33.72,-7.875000000000001
DEXAMETHASONE,MK-5108,SK-OV-3,69382.5,6.73,9.817499999999999,14.682500000000001,11.03
DEXAMETHASONE,MK-5108,SKMEL30,64718.5,0.7550000000000001,9.7375,4.285,6.797499999999999
DEXAMETHASONE,MK-5108,SKMES1,67050.5,-8.8825,-10.515,-22.865,-5.5325
DEXAMETHASONE,MK-5108,SW-620,71714.5,-0.11750000000000016,5.0725,-14.352500000000001,3.5324999999999998
DEXAMETHASONE,MK-5108,SW837,74046.5,7.945,12.997499999999999,9.002500000000001,9.065000000000001
DEXAMETHASONE,MK-5108,T-47D,76314.5,-0.6399999999999999,0.6675000000000001,-8.4,-0.96
DEXAMETHASONE,MK-5108,UACC62,78482.5,-3.3375,5.5525,-12.585,5.7425
DEXAMETHASONE,MK-5108,UWB1289,80814.5,0.7800000000000001,-0.6799999999999997,-18.8925,-0.91
DEXAMETHASONE,MK-5108,VCAP,85478.5,1.3875,1.3375000000000001,-52.95,-2.9875
DEXAMETHASONE,MK-8669,A2058,506.5,7.69,11.372499999999999,-14.034999999999998,2.655
DEXAMETHASONE,MK-8669,A2780,2830.5,7.1875,7.5975,-17.762500000000003,6.550000000000001
DEXAMETHASONE,MK-8669,A375,5138.5,0.19750000000000004,7.135,-2.62,3.1475
DEXAMETHASONE,MK-8669,A427,7406.5,-2.6774999999999998,1.0225,-9.462499999999999,2.3625000000000003
DEXAMETHASONE,MK-8669,ES2,18982.5,-1.6675,-2.6775,-22.6,-13.1975
DEXAMETHASONE,MK-8669,HCT116,21310.5,-0.6249999999999999,1.0175,1.4275,1.4275
DEXAMETHASONE,MK-8669,HT144,23542.5,5.0225,7.99,-4.8100000000000005,1.25
DEXAMETHASONE,MK-8669,LNCAP,30510.5,-6.25,-12.447500000000002,-42.4175,-12.2275
DEXAMETHASONE,MK-8669,LOVO,32634.5,4.8075,7.275,13.562499999999998,17.6325
DEXAMETHASONE,MK-8669,MDAMB436,34966.5,-4.9975000000000005,1.15,-11.754999999999999,-0.7099999999999999
DEXAMETHASONE,MK-8669,MSTO,37194.5,-10.592500000000001,-7.83,-1.8800000000000001,-1.68
DEXAMETHASONE,MK-8669,NCI-H460,46142.5,-3.04,0.38500000000000006,4.2625,4.1125
DEXAMETHASONE,MK-8669,NCIH1650,39326.5,-6.9,4.2675,2.24,8.49
DEXAMETHASONE,MK-8669,NCIH2122,41658.5,17.8225,18.495,22.195,22.195
DEXAMETHASONE,MK-8669,NCIH23,43934.5,4.11,7.617500000000001,-6.6625,9.02
DEXAMETHASONE,MK-8669,NCIH520,48474.5,6.015000000000001,6.93,-22.1575,7.26
DEXAMETHASONE,MK-8669,OCUBM,50806.5,10.165000000000001,12.5975,-15.865,12.940000000000001
DEXAMETHASONE,MK-8669,OV90,53138.5,-0.8825000000000001,-1.2725,-7.5625,0.625
DEXAMETHASONE,MK-8669,OVCAR3,55470.5,2.4475000000000002,10.139999999999999,-5.6875,7.8774999999999995
DEXAMETHASONE,MK-8669,PA1,57802.5,-4.57,1.3875,1.7025000000000001,5.435
DEXAMETHASONE,MK-8669,RKO,60134.5,4.1475,8.5425,-3.0175000000000005,7.717499999999999
DEXAMETHASONE,MK-8669,RPMI7951,62426.5,7.58,7.7075,-5.0375,1.4675
DEXAMETHASONE,MK-8669,SK-OV-3,69386.5,7.300000000000001,9.81,10.379999999999999,15.5425
DEXAMETHASONE,MK-8669,SKMEL30,64722.5,12.6,19.1125,10.7075,17.267500000000002
DEXAMETHASONE,MK-8669,SKMES1,67054.5,2.9925,10.4175,9.7775,13.767500000000002
DEXAMETHASONE,MK-8669,SW-620,71718.5,-1.4575,4.84,-8.835,3.2800000000000002
DEXAMETHASONE,MK-8669,SW837,74050.5,4.7675,9.942499999999999,-2.3175,6.3774999999999995
DEXAMETHASONE,MK-8669,T-47D,76318.5,1.5374999999999999,6.040000000000001,-16.53,4.1899999999999995
DEXAMETHASONE,MK-8669,UACC62,78486.5,-3.0625,1.8925,-7.8525,2.44
DEXAMETHASONE,MK-8669,UWB1289,80818.5,-1.605,0.36,-19.407500000000002,0.09750000000000014
DEXAMETHASONE,MK-8669,VCAP,85482.5,0.3275,4.78,-10.175,-0.4525
DEXAMETHASONE,MK-8776,A2058,510.5,5.6175,1.9725000000000001,-20.3775,-5.7675
DEXAMETHASONE,MK-8776,A2780,2834.5,-0.2849999999999999,6.63,-8.915,5.16
DEXAMETHASONE,MK-8776,A375,5142.5,9.05,12.7375,-6.1425,9.2975
DEXAMETHASONE,MK-8776,A427,7410.5,-1.1125,-1.685,-7.955,-0.55
DEXAMETHASONE,MK-8776,ES2,18986.5,6.645,4.62,-38.29,-1.9
DEXAMETHASONE,MK-8776,HCT116,21314.5,-4.1425,-1.1325000000000005,-5.8225,0.23750000000000004
DEXAMETHASONE,MK-8776,HT144,23546.5,4.65,6.5,-11.9925,0.41999999999999993
DEXAMETHASONE,MK-8776,LNCAP,30514.5,-4.3950000000000005,-3.8274999999999997,-20.075,-3.58
DEXAMETHASONE,MK-8776,LOVO,32638.5,-3.3249999999999997,-3.4125,-2.6125,2.2325
DEXAMETHASONE,MK-8776,MDAMB436,34970.5,2.3525,1.5474999999999999,-20.85,-0.010000000000000231
DEXAMETHASONE,MK-8776,MSTO,37198.5,-4.3125,-5.0275,-7.517500000000001,-4.5275
DEXAMETHASONE,MK-8776,NCI-H460,46146.5,-4.2275,1.21,0.7550000000000001,4.0600000000000005
DEXAMETHASONE,MK-8776,NCIH1650,39330.5,-3.9450000000000003,-3.135,-16.455,-0.06999999999999995
DEXAMETHASONE,MK-8776,NCIH2122,41662.5,-2.9575,-3.455,2.58,4.24
DEXAMETHASONE,MK-8776,NCIH23,43938.5,0.8175000000000001,-1.9675,-31.41,-1.07
DEXAMETHASONE,MK-8776,NCIH520,48478.5,-3.0925000000000002,1.1175,-11.51,1.4925000000000002
DEXAMETHASONE,MK-8776,OCUBM,50810.5,2.4,5.864999999999999,-4.624999999999999,6.255
DEXAMETHASONE,MK-8776,OV90,53142.5,-2.705,-3.8325,-6.6325,-2.6225
DEXAMETHASONE,MK-8776,OVCAR3,55474.5,4.6675,6.7775,-21.692500000000003,4.3025
DEXAMETHASONE,MK-8776,PA1,57806.5,-0.37250000000000005,7.5649999999999995,3.645,11.915
DEXAMETHASONE,MK-8776,RKO,60138.5,4.6425,3.6275,-20.0025,3.0475
DEXAMETHASONE,MK-8776,RPMI7951,62430.5,2.79,-2.9274999999999998,-40.864999999999995,-8.434999999999999
DEXAMETHASONE,MK-8776,SK-OV-3,69390.5,1.935,4.4525,-5.0175,5.4375
DEXAMETHASONE,MK-8776,SKMEL30,64726.5,2.2,1.4999999999999998,-7.84,-0.6649999999999996
DEXAMETHASONE,MK-8776,SKMES1,67058.5,-0.037500000000000006,-3.0974999999999997,-24.9775,-0.615
DEXAMETHASONE,MK-8776,SW-620,71722.5,1.19,4.0600000000000005,1.9999999999999998,2.25
DEXAMETHASONE,MK-8776,SW837,74054.5,4.5825,3.5275000000000003,-23.55,0.5749999999999997
DEXAMETHASONE,MK-8776,T-47D,76322.5,5.267500000000001,-0.09000000000000008,-6.25,-6.3549999999999995
DEXAMETHASONE,MK-8776,UACC62,78490.5,0.7499999999999999,6.965,-7.455,6.4350000000000005
DEXAMETHASONE,MK-8776,UWB1289,80822.5,0.7274999999999999,-2.375,-29.109999999999996,-2.4899999999999998
DEXAMETHASONE,MK-8776,VCAP,85486.5,-1.8675000000000002,1.3525,-15.347499999999998,-3.1799999999999997
DEXAMETHASONE,PD325901,A2058,514.5,11.177499999999998,11.3625,-32.16,2.5225
DEXAMETHASONE,PD325901,A2780,2838.5,5.5025,7.18,-11.922500000000001,5.9425
DEXAMETHASONE,PD325901,A375,5146.5,4.7125,4.5575,-21.6525,2.5075000000000003
DEXAMETHASONE,PD325901,A427,7414.5,-8.3925,-10.0625,-34.94,-8.8325
DEXAMETHASONE,PD325901,ES2,18990.5,8.870000000000001,6.13,-34.43000000000001,-2.35
DEXAMETHASONE,PD325901,HCT116,21318.5,-3.67,-4.0600000000000005,-70.36,-2.2499999999999996
DEXAMETHASONE,PD325901,HT144,23550.5,4.7825,3.3274999999999997,-26.652500000000003,-0.5625
DEXAMETHASONE,PD325901,LNCAP,30518.5,-1.46,-7.73,-11.557500000000001,-7.4275
DEXAMETHASONE,PD325901,LOVO,32642.5,-4.945,-5.157500000000001,-17.17,3.3325
DEXAMETHASONE,PD325901,MDAMB436,34974.5,-2.1125000000000003,0.6399999999999998,-5.69,-1.3850000000000002
DEXAMETHASONE,PD325901,MSTO,37202.5,-3.7125000000000004,-1.5425000000000002,11.447500000000002,11.447500000000002
DEXAMETHASONE,PD325901,NCI-H460,46150.5,-4.91,-1.285,-4.365,2.8075
DEXAMETHASONE,PD325901,NCIH1650,39334.5,-4.66,-2.2924999999999995,-0.6749999999999996,2.3325
DEXAMETHASONE,PD325901,NCIH2122,41666.5,19.474999999999998,19.405,25.997500000000002,29.5075
DEXAMETHASONE,PD325901,NCIH23,43942.5,-4.0175,-4.2725,-42.6575,-3.0475000000000003
DEXAMETHASONE,PD325901,NCIH520,48482.5,3.3375,4.5625,1.6124999999999998,1.6199999999999999
DEXAMETHASONE,PD325901,OCUBM,50814.5,-1.1374999999999997,-0.2125,0.27749999999999997,0.27749999999999997
DEXAMETHASONE,PD325901,OV90,53146.5,-10.940000000000001,-18.605,-40.64,-16.9025
DEXAMETHASONE,PD325901,OVCAR3,55478.5,1.06,5.2625,-3.7225,2.9800000000000004
DEXAMETHASONE,PD325901,PA1,57810.5,-5.699999999999999,2.225,3.185,6.635
DEXAMETHASONE,PD325901,RKO,60142.5,-2.8075,-2.8725,-28.4275,-3.6725000000000003
DEXAMETHASONE,PD325901,RPMI7951,62434.5,4.9325,2.45,-19.845,-3.9625
DEXAMETHASONE,PD325901,SK-OV-3,69394.5,0.6749999999999998,8.2,11.655000000000001,13.659999999999998
DEXAMETHASONE,PD325901,SKMEL30,64730.5,7.835000000000001,9.115,-18.1175,8.475
DEXAMETHASONE,PD325901,SKMES1,67062.5,10.4725,10.445,-20.697499999999998,14.557500000000001
DEXAMETHASONE,PD325901,SW-620,71726.5,-0.37249999999999994,-1.855,-21.0225,-2.5199999999999996
DEXAMETHASONE,PD325901,SW837,74058.5,0.012499999999999956,-3.1899999999999995,-34.8075,-5.47
DEXAMETHASONE,PD325901,T-47D,76326.5,2.7125,-1.7799999999999998,-4.23,-3.595
DEXAMETHASONE,PD325901,UACC62,78494.5,2.45,1.425,-19.21,1.7
DEXAMETHASONE,PD325901,UWB1289,80826.5,-1.66,2.625,-4.4575,2.33
DEXAMETHASONE,PD325901,VCAP,85490.5,5.4775,6.3775,1.1900000000000002,1.0575
DEXAMETHASONE,SORAFENIB,A2058,518.5,17.79,19.6575,-2.8525,11.450000000000001
DEXAMETHASONE,SORAFENIB,A2780,2842.5,2.0025,3.3575,-12.2175,2.8125
DEXAMETHASONE,SORAFENIB,A375,5150.5,13.375,13.155,-3.885,10.665
DEXAMETHASONE,SORAFENIB,A427,7418.5,0.9075000000000001,1.385,-8.655,1.8350000000000002
DEXAMETHASONE,SORAFENIB,ES2,18994.5,11.2525,12.02,-9.9025,4.72
DEXAMETHASONE,SORAFENIB,HCT116,21322.5,0.24,-0.5,-15.899999999999999,0.8325
DEXAMETHASONE,SORAFENIB,HT144,23554.5,5.5975,3.3099999999999996,-17.485,-0.8825
DEXAMETHASONE,SORAFENIB,LNCAP,30522.5,5.2575,-0.7275,-13.5475,-0.6049999999999998
DEXAMETHASONE,SORAFENIB,LOVO,32646.5,-4.885,-3.7674999999999996,-3.28,0.32249999999999995
DEXAMETHASONE,SORAFENIB,MDAMB436,34978.5,1.1775,-0.6225,-8.26,-5.0475
DEXAMETHASONE,SORAFENIB,MSTO,37206.5,4.824999999999999,2.8049999999999997,1.6225,5.5175
DEXAMETHASONE,SORAFENIB,NCI-H460,46154.5,1.4275,1.1099999999999999,-7.1775,3.58
DEXAMETHASONE,SORAFENIB,NCIH1650,39338.5,-0.6799999999999999,-2.2575,-14.405000000000001,-3.0149999999999997
DEXAMETHASONE,SORAFENIB,NCIH2122,41670.5,-7.4825,-10.295,-7.8149999999999995,-6.725
DEXAMETHASONE,SORAFENIB,NCIH23,43946.5,1.3725,1.1075,-14.309999999999999,2.0175
DEXAMETHASONE,SORAFENIB,NCIH520,48486.5,6.8275,6.8725000000000005,-7.5775,7.112500000000001
DEXAMETHASONE,SORAFENIB,OCUBM,50818.5,2.9050000000000002,2.7625,-11.705000000000002,2.98
DEXAMETHASONE,SORAFENIB,OV90,53150.5,1.1475,0.6799999999999999,-8.23,2.3475
DEXAMETHASONE,SORAFENIB,OVCAR3,55482.5,18.975,11.1975,10.5975,2.4475000000000002
DEXAMETHASONE,SORAFENIB,PA1,57814.5,-0.6775000000000001,0.027500000000000024,-12.3775,2.375
DEXAMETHASONE,SORAFENIB,RKO,60146.5,0.07750000000000001,-0.365,-18.627499999999998,-0.9599999999999999
DEXAMETHASONE,SORAFENIB,RPMI7951,62438.5,1.3649999999999998,-3.5549999999999997,-26.1175,-9.3
DEXAMETHASONE,SORAFENIB,SK-OV-3,69398.5,10.06,8.745000000000001,0.5725,9.2875
DEXAMETHASONE,SORAFENIB,SKMEL30,64734.5,4.5,6.1825,-5.1725,5.5575
DEXAMETHASONE,SORAFENIB,SKMES1,67066.5,4.7675,-0.0175000000000001,1.6175000000000002,3.11
DEXAMETHASONE,SORAFENIB,SW-620,71730.5,5.142500000000001,5.8275,-12.94,3.7975
DEXAMETHASONE,SORAFENIB,SW837,74062.5,2.6550000000000002,-0.605,-19.3275,-3.0
DEXAMETHASONE,SORAFENIB,T-47D,76330.5,5.2325,4.5575,-10.887500000000001,2.6624999999999996
DEXAMETHASONE,SORAFENIB,UACC62,78498.5,3.17,6.0275,-11.985,5.925
DEXAMETHASONE,SORAFENIB,UWB1289,80830.5,5.51,5.895,-6.8774999999999995,5.7749999999999995
DEXAMETHASONE,SORAFENIB,VCAP,85494.5,4.2075,2.245,-15.665000000000001,-1.875
DEXAMETHASONE,SUNITINIB,A2058,522.5,16.935000000000002,17.79,-15.782499999999999,10.690000000000001
DEXAMETHASONE,SUNITINIB,A2780,2846.5,5.795,7.1925,-21.895,6.3125
DEXAMETHASONE,SUNITINIB,A375,5154.5,16.555,17.5925,-12.665000000000001,15.0975
DEXAMETHASONE,SUNITINIB,A427,7422.5,5.33,5.985,-19.615000000000002,6.755
DEXAMETHASONE,SUNITINIB,ES2,18998.5,13.530000000000001,13.442499999999999,-19.665,3.2725
DEXAMETHASONE,SUNITINIB,HCT116,21326.5,3.795,2.1075,-29.7625,3.6050000000000004
DEXAMETHASONE,SUNITINIB,HT144,23558.5,7.677499999999999,9.24,-9.3625,2.9775
DEXAMETHASONE,SUNITINIB,LNCAP,30526.5,2.2775,-2.0275,-24.47,-1.7825000000000002
DEXAMETHASONE,SUNITINIB,LOVO,32650.5,3.6325,3.6700000000000004,-8.3925,10.665
DEXAMETHASONE,SUNITINIB,MDAMB436,34982.5,3.8425,5.4350000000000005,-16.6675,3.7175000000000002
DEXAMETHASONE,SUNITINIB,MSTO,37210.5,3.7849999999999997,3.7699999999999996,2.57,14.73
DEXAMETHASONE,SUNITINIB,NCI-H460,46158.5,1.8624999999999998,5.244999999999999,6.4425,9.4925
DEXAMETHASONE,SUNITINIB,NCIH1650,39342.5,1.3975000000000002,7.675000000000001,-6.1175,12.485
DEXAMETHASONE,SUNITINIB,NCIH2122,41674.5,12.787499999999998,10.0275,17.057499999999997,14.2
DEXAMETHASONE,SUNITINIB,NCIH23,43950.5,6.7775,9.8475,-22.677500000000002,11.142500000000002
DEXAMETHASONE,SUNITINIB,NCIH520,48490.5,13.6525,14.3375,-12.1525,14.6375
DEXAMETHASONE,SUNITINIB,OCUBM,50822.5,-0.24250000000000005,2.805,-11.337499999999999,3.1624999999999996
DEXAMETHASONE,SUNITINIB,OV90,53154.5,-2.35,3.2925,4.8549999999999995,5.13
DEXAMETHASONE,SUNITINIB,OVCAR3,55486.5,7.8950000000000005,14.622499999999999,7.159999999999999,12.147499999999999
DEXAMETHASONE,SUNITINIB,PA1,57818.5,7.9375,12.1325,-0.9575,14.9325
DEXAMETHASONE,SUNITINIB,RKO,60150.5,5.2425,5.675000000000001,-27.6525,5.015
DEXAMETHASONE,SUNITINIB,RPMI7951,62442.5,8.7025,7.0825000000000005,-0.9275,-2.0275
